,Unnamed: 0,path,label
38306,38306,/content/drive/MyDrive/Bosch/New Dataset/00020/00006_00022.jpg,20
4437,4437,/content/drive/MyDrive/Bosch/New Dataset/00004/00025_00019.jpg,4
3212,3212,/content/drive/MyDrive/Bosch/New Dataset/00005/00048_00029.jpg,5
33347,33347,/content/drive/MyDrive/Bosch/New Dataset/00038/00052_00018.jpg,38
17607,17607,/content/drive/MyDrive/Bosch/New Dataset/00014/00001_00014.jpg,14
40808,40808,/content/drive/MyDrive/Bosch/New Dataset/00046/054_1_0018.png,46
27892,27892,/content/drive/MyDrive/Bosch/New Dataset/00030/00009_00018.jpg,30
4651,4651,/content/drive/MyDrive/Bosch/New Dataset/00004/00044_00017.jpg,4
4568,4568,/content/drive/MyDrive/Bosch/New Dataset/00004/00017_00029.jpg,4
10199,10199,/content/drive/MyDrive/Bosch/New Dataset/00010/00000_00020.jpg,10
19749,19749,/content/drive/MyDrive/Bosch/New Dataset/00001/00072_00006.jpg,1
3805,3805,/content/drive/MyDrive/Bosch/New Dataset/00004/00033_00023.jpg,4
33336,33336,/content/drive/MyDrive/Bosch/New Dataset/00038/00053_00004.jpg,38
18172,18172,/content/drive/MyDrive/Bosch/New Dataset/00014/00019_00027.jpg,14
5086,5086,/content/drive/MyDrive/Bosch/New Dataset/00004/00059_00007.jpg,4
25144,25144,/content/drive/MyDrive/Bosch/New Dataset/00025/00047_00000.jpg,25
26437,26437,/content/drive/MyDrive/Bosch/New Dataset/00026/00013_00008.jpg,26
40993,40993,/content/drive/MyDrive/Bosch/New Dataset/00046/054_0117.png,46
33048,33048,/content/drive/MyDrive/Bosch/New Dataset/00038/00020_00014.jpg,38
22773,22773,/content/drive/MyDrive/Bosch/New Dataset/00002/00054_00012.jpg,2
2550,2550,/content/drive/MyDrive/Bosch/New Dataset/00005/00023_00007.jpg,5
38551,38551,/content/drive/MyDrive/Bosch/New Dataset/00021/00001_00009.jpg,21
13227,13227,/content/drive/MyDrive/Bosch/New Dataset/00011/00015_00008.jpg,11
21158,21158,/content/drive/MyDrive/Bosch/New Dataset/00015/00019_00018.jpg,15
33502,33502,/content/drive/MyDrive/Bosch/New Dataset/00038/00062_00001.jpg,38
25458,25458,/content/drive/MyDrive/Bosch/New Dataset/00025/00002_00021.jpg,25
581,581,/content/drive/MyDrive/Bosch/New Dataset/00003/00046_00027.jpg,3
4629,4629,/content/drive/MyDrive/Bosch/New Dataset/00004/00060_00005.jpg,4
30736,30736,/content/drive/MyDrive/Bosch/New Dataset/00035/00020_00028.jpg,35
22390,22390,/content/drive/MyDrive/Bosch/New Dataset/00002/00011_00000.jpg,2
25120,25120,/content/drive/MyDrive/Bosch/New Dataset/00025/00044_00002.jpg,25
30782,30782,/content/drive/MyDrive/Bosch/New Dataset/00035/00015_00019.jpg,35
30143,30143,/content/drive/MyDrive/Bosch/New Dataset/00034/00013_00009.jpg,34
12303,12303,/content/drive/MyDrive/Bosch/New Dataset/00011/00034_00000.jpg,11
24112,24112,/content/drive/MyDrive/Bosch/New Dataset/00023/00013_00023.jpg,23
8541,8541,/content/drive/MyDrive/Bosch/New Dataset/00009/00031_00026.jpg,9
34348,34348,/content/drive/MyDrive/Bosch/New Dataset/00040/00002_00006.jpg,40
33985,33985,/content/drive/MyDrive/Bosch/New Dataset/00038/00037_00022.jpg,38
40955,40955,/content/drive/MyDrive/Bosch/New Dataset/00046/054_0092.png,46
35526,35526,/content/drive/MyDrive/Bosch/New Dataset/00016/00012_00028.jpg,16
12459,12459,/content/drive/MyDrive/Bosch/New Dataset/00011/00033_00010.jpg,11
24951,24951,/content/drive/MyDrive/Bosch/New Dataset/00025/00049_00010.jpg,25
6582,6582,/content/drive/MyDrive/Bosch/New Dataset/00007/00004_00002.jpg,7
32262,32262,/content/drive/MyDrive/Bosch/New Dataset/00038/00014_00001.jpg,38
19094,19094,/content/drive/MyDrive/Bosch/New Dataset/00001/00049_00001.jpg,1
30704,30704,/content/drive/MyDrive/Bosch/New Dataset/00035/00026_00028.jpg,35
13626,13626,/content/drive/MyDrive/Bosch/New Dataset/00012/00016_00007.jpg,12
10912,10912,/content/drive/MyDrive/Bosch/New Dataset/00010/00033_00005.jpg,10
24620,24620,/content/drive/MyDrive/Bosch/New Dataset/00027/00004_00016.jpg,27
28710,28710,/content/drive/MyDrive/Bosch/New Dataset/00031/00004_00004.jpg,31
28502,28502,/content/drive/MyDrive/Bosch/New Dataset/00031/00005_00023.jpg,31
25782,25782,/content/drive/MyDrive/Bosch/New Dataset/00025/00018_00002.jpg,25
29452,29452,/content/drive/MyDrive/Bosch/New Dataset/00033/00001_00026.jpg,33
15454,15454,/content/drive/MyDrive/Bosch/New Dataset/00013/00002_00024.jpg,13
35756,35756,/content/drive/MyDrive/Bosch/New Dataset/00017/00008_00029.jpg,17
3878,3878,/content/drive/MyDrive/Bosch/New Dataset/00004/00024_00015.jpg,4
32630,32630,/content/drive/MyDrive/Bosch/New Dataset/00038/00036_00003.jpg,38
3923,3923,/content/drive/MyDrive/Bosch/New Dataset/00004/00042_00020.jpg,4
38195,38195,/content/drive/MyDrive/Bosch/New Dataset/00020/00001_00008.jpg,20
35949,35949,/content/drive/MyDrive/Bosch/New Dataset/00017/00013_00018.jpg,17
28704,28704,/content/drive/MyDrive/Bosch/New Dataset/00031/00015_00011.jpg,31
12659,12659,/content/drive/MyDrive/Bosch/New Dataset/00011/00041_00001.jpg,11
1255,1255,/content/drive/MyDrive/Bosch/New Dataset/00003/00023_00009.jpg,3
20453,20453,/content/drive/MyDrive/Bosch/New Dataset/00001/00041_00003.jpg,1
32452,32452,/content/drive/MyDrive/Bosch/New Dataset/00038/00029_00027.jpg,38
38670,38670,/content/drive/MyDrive/Bosch/New Dataset/00021/00006_00009.jpg,21
30358,30358,/content/drive/MyDrive/Bosch/New Dataset/00037/00005_00014.jpg,37
26612,26612,/content/drive/MyDrive/Bosch/New Dataset/00026/00017_00024.jpg,26
6206,6206,/content/drive/MyDrive/Bosch/New Dataset/00007/00042_00007.jpg,7
30400,30400,/content/drive/MyDrive/Bosch/New Dataset/00035/00006_00029.jpg,35
33102,33102,/content/drive/MyDrive/Bosch/New Dataset/00038/00043_00018.jpg,38
28579,28579,/content/drive/MyDrive/Bosch/New Dataset/00031/00001_00010.jpg,31
621,621,/content/drive/MyDrive/Bosch/New Dataset/00003/00000_00019.jpg,3
30938,30938,/content/drive/MyDrive/Bosch/New Dataset/00035/00033_00005.jpg,35
1975,1975,/content/drive/MyDrive/Bosch/New Dataset/00005/00010_00021.jpg,5
24036,24036,/content/drive/MyDrive/Bosch/New Dataset/00023/00014_00008.jpg,23
7371,7371,/content/drive/MyDrive/Bosch/New Dataset/00008/00034_00003.jpg,8
3174,3174,/content/drive/MyDrive/Bosch/New Dataset/00005/00044_00013.jpg,5
10301,10301,/content/drive/MyDrive/Bosch/New Dataset/00010/00012_00011.jpg,10
23741,23741,/content/drive/MyDrive/Bosch/New Dataset/00023/00011_00001.jpg,23
3397,3397,/content/drive/MyDrive/Bosch/New Dataset/00004/00001_00029.jpg,4
16340,16340,/content/drive/MyDrive/Bosch/New Dataset/00013/00012_00006.jpg,13
24257,24257,/content/drive/MyDrive/Bosch/New Dataset/00024/00001_00005.jpg,24
21685,21685,/content/drive/MyDrive/Bosch/New Dataset/00002/00011_00023.jpg,2
19691,19691,/content/drive/MyDrive/Bosch/New Dataset/00001/00051_00027.jpg,1
16534,16534,/content/drive/MyDrive/Bosch/New Dataset/00013/00047_00016.jpg,13
207,207,/content/drive/MyDrive/Bosch/New Dataset/00003/00038_00002.jpg,3
17929,17929,/content/drive/MyDrive/Bosch/New Dataset/00014/00016_00013.jpg,14
3567,3567,/content/drive/MyDrive/Bosch/New Dataset/00004/00008_00028.jpg,4
15819,15819,/content/drive/MyDrive/Bosch/New Dataset/00013/00027_00010.jpg,13
28859,28859,/content/drive/MyDrive/Bosch/New Dataset/00031/00019_00021.jpg,31
22394,22394,/content/drive/MyDrive/Bosch/New Dataset/00002/00009_00002.jpg,2
30468,30468,/content/drive/MyDrive/Bosch/New Dataset/00035/00016_00011.jpg,35
37712,37712,/content/drive/MyDrive/Bosch/New Dataset/00018/00010_00008.jpg,18
34496,34496,/content/drive/MyDrive/Bosch/New Dataset/00040/00007_00021.jpg,40
36974,36974,/content/drive/MyDrive/Bosch/New Dataset/00018/00020_00018.jpg,18
29189,29189,/content/drive/MyDrive/Bosch/New Dataset/00033/00001_00003.jpg,33
40642,40642,/content/drive/MyDrive/Bosch/New Dataset/00046/00122_00001.jpg,46
32751,32751,/content/drive/MyDrive/Bosch/New Dataset/00038/00032_00015.jpg,38
18151,18151,/content/drive/MyDrive/Bosch/New Dataset/00014/00020_00025.jpg,14
12667,12667,/content/drive/MyDrive/Bosch/New Dataset/00011/00043_00016.jpg,11
16635,16635,/content/drive/MyDrive/Bosch/New Dataset/00013/00055_00021.jpg,13
30026,30026,/content/drive/MyDrive/Bosch/New Dataset/00034/00007_00006.jpg,34
5833,5833,/content/drive/MyDrive/Bosch/New Dataset/00007/00042_00017.jpg,7
22877,22877,/content/drive/MyDrive/Bosch/New Dataset/00002/00071_00018.jpg,2
1110,1110,/content/drive/MyDrive/Bosch/New Dataset/00003/00009_00009.jpg,3
6591,6591,/content/drive/MyDrive/Bosch/New Dataset/00007/00013_00012.jpg,7
12700,12700,/content/drive/MyDrive/Bosch/New Dataset/00011/00008_00006.jpg,11
31815,31815,/content/drive/MyDrive/Bosch/New Dataset/00036/00005_00006.jpg,36
26845,26845,/content/drive/MyDrive/Bosch/New Dataset/00028/00001_00018.jpg,28
30431,30431,/content/drive/MyDrive/Bosch/New Dataset/00035/00006_00014.jpg,35
38501,38501,/content/drive/MyDrive/Bosch/New Dataset/00021/00006_00029.jpg,21
18049,18049,/content/drive/MyDrive/Bosch/New Dataset/00014/00011_00008.jpg,14
18292,18292,/content/drive/MyDrive/Bosch/New Dataset/00014/00024_00027.jpg,14
21724,21724,/content/drive/MyDrive/Bosch/New Dataset/00002/00017_00008.jpg,2
39782,39782,/content/drive/MyDrive/Bosch/New Dataset/00044/035_0029.png,44
34364,34364,/content/drive/MyDrive/Bosch/New Dataset/00040/00001_00021.jpg,40
27445,27445,/content/drive/MyDrive/Bosch/New Dataset/00029/00002_00023.jpg,29
32682,32682,/content/drive/MyDrive/Bosch/New Dataset/00038/00041_00006.jpg,38
39714,39714,/content/drive/MyDrive/Bosch/New Dataset/00044/00792_00001.jpg,44
39006,39006,/content/drive/MyDrive/Bosch/New Dataset/00022/00006_00002.jpg,22
5062,5062,/content/drive/MyDrive/Bosch/New Dataset/00004/00061_00019.jpg,4
7602,7602,/content/drive/MyDrive/Bosch/New Dataset/00008/00032_00000.jpg,8
18441,18441,/content/drive/MyDrive/Bosch/New Dataset/00001/00016_00025.jpg,1
9966,9966,/content/drive/MyDrive/Bosch/New Dataset/00009/00011_00002.jpg,9
38642,38642,/content/drive/MyDrive/Bosch/New Dataset/00021/00002_00022.jpg,21
3093,3093,/content/drive/MyDrive/Bosch/New Dataset/00005/00046_00002.jpg,5
37769,37769,/content/drive/MyDrive/Bosch/New Dataset/00018/00005_00007.jpg,18
13439,13439,/content/drive/MyDrive/Bosch/New Dataset/00012/00002_00017.jpg,12
23278,23278,/content/drive/MyDrive/Bosch/New Dataset/00002/00023_00022.jpg,2
14858,14858,/content/drive/MyDrive/Bosch/New Dataset/00012/00057_00023.jpg,12
40251,40251,/content/drive/MyDrive/Bosch/New Dataset/00046/2020_0508_161529_012 0243_0.jpg,46
1670,1670,/content/drive/MyDrive/Bosch/New Dataset/00005/00008_00002.jpg,5
18752,18752,/content/drive/MyDrive/Bosch/New Dataset/00001/00023_00023.jpg,1
35775,35775,/content/drive/MyDrive/Bosch/New Dataset/00017/00011_00022.jpg,17
26186,26186,/content/drive/MyDrive/Bosch/New Dataset/00025/00014_00019.jpg,25
746,746,/content/drive/MyDrive/Bosch/New Dataset/00003/00006_00007.jpg,3
4666,4666,/content/drive/MyDrive/Bosch/New Dataset/00004/00045_00015.jpg,4
35196,35196,/content/drive/MyDrive/Bosch/New Dataset/00016/00006_00006.jpg,16
5769,5769,/content/drive/MyDrive/Bosch/New Dataset/00007/00037_00020.jpg,7
3791,3791,/content/drive/MyDrive/Bosch/New Dataset/00004/00029_00027.jpg,4
14608,14608,/content/drive/MyDrive/Bosch/New Dataset/00012/00049_00026.jpg,12
23178,23178,/content/drive/MyDrive/Bosch/New Dataset/00002/00014_00011.jpg,2
6340,6340,/content/drive/MyDrive/Bosch/New Dataset/00007/00011_00018.jpg,7
31313,31313,/content/drive/MyDrive/Bosch/New Dataset/00035/00009_00008.jpg,35
14773,14773,/content/drive/MyDrive/Bosch/New Dataset/00012/00054_00029.jpg,12
36723,36723,/content/drive/MyDrive/Bosch/New Dataset/00018/00006_00018.jpg,18
37901,37901,/content/drive/MyDrive/Bosch/New Dataset/00018/00000_00002.jpg,18
24808,24808,/content/drive/MyDrive/Bosch/New Dataset/00025/00034_00018.jpg,25
35696,35696,/content/drive/MyDrive/Bosch/New Dataset/00017/00010_00019.jpg,17
3680,3680,/content/drive/MyDrive/Bosch/New Dataset/00004/00001_00024.jpg,4
18567,18567,/content/drive/MyDrive/Bosch/New Dataset/00001/00021_00016.jpg,1
19204,19204,/content/drive/MyDrive/Bosch/New Dataset/00001/00000_00016.jpg,1
9181,9181,/content/drive/MyDrive/Bosch/New Dataset/00009/00006_00004.jpg,9
32295,32295,/content/drive/MyDrive/Bosch/New Dataset/00038/00015_00005.jpg,38
24851,24851,/content/drive/MyDrive/Bosch/New Dataset/00025/00038_00007.jpg,25
23107,23107,/content/drive/MyDrive/Bosch/New Dataset/00002/00071_00021.jpg,2
20603,20603,/content/drive/MyDrive/Bosch/New Dataset/00015/00002_00025.jpg,15
37254,37254,/content/drive/MyDrive/Bosch/New Dataset/00018/00036_00002.jpg,18
459,459,/content/drive/MyDrive/Bosch/New Dataset/00003/00041_00020.jpg,3
24161,24161,/content/drive/MyDrive/Bosch/New Dataset/00023/00016_00011.jpg,23
19358,19358,/content/drive/MyDrive/Bosch/New Dataset/00001/00008_00029.jpg,1
11210,11210,/content/drive/MyDrive/Bosch/New Dataset/00010/00024_00017.jpg,10
28620,28620,/content/drive/MyDrive/Bosch/New Dataset/00031/00010_00026.jpg,31
11235,11235,/content/drive/MyDrive/Bosch/New Dataset/00010/00042_00025.jpg,10
37497,37497,/content/drive/MyDrive/Bosch/New Dataset/00018/00030_00001.jpg,18
15355,15355,/content/drive/MyDrive/Bosch/New Dataset/00012/00035_00018.jpg,12
32995,32995,/content/drive/MyDrive/Bosch/New Dataset/00038/00040_00028.jpg,38
13931,13931,/content/drive/MyDrive/Bosch/New Dataset/00012/00026_00027.jpg,12
16293,16293,/content/drive/MyDrive/Bosch/New Dataset/00013/00007_00013.jpg,13
38151,38151,/content/drive/MyDrive/Bosch/New Dataset/00020/00000_00001.jpg,20
32608,32608,/content/drive/MyDrive/Bosch/New Dataset/00038/00023_00028.jpg,38
5580,5580,/content/drive/MyDrive/Bosch/New Dataset/00006/00011_00026.jpg,6
5059,5059,/content/drive/MyDrive/Bosch/New Dataset/00004/00051_00012.jpg,4
11336,11336,/content/drive/MyDrive/Bosch/New Dataset/00010/00055_00023.jpg,10
11611,11611,/content/drive/MyDrive/Bosch/New Dataset/00010/00054_00024.jpg,10
30051,30051,/content/drive/MyDrive/Bosch/New Dataset/00034/00009_00020.jpg,34
361,361,/content/drive/MyDrive/Bosch/New Dataset/00003/00044_00013.jpg,3
10834,10834,/content/drive/MyDrive/Bosch/New Dataset/00010/00023_00024.jpg,10
23825,23825,/content/drive/MyDrive/Bosch/New Dataset/00023/00004_00011.jpg,23
32461,32461,/content/drive/MyDrive/Bosch/New Dataset/00038/00034_00028.jpg,38
13739,13739,/content/drive/MyDrive/Bosch/New Dataset/00012/00018_00027.jpg,12
37017,37017,/content/drive/MyDrive/Bosch/New Dataset/00018/00018_00002.jpg,18
40217,40217,/content/drive/MyDrive/Bosch/New Dataset/00046/2020_0213_153817_007 0199_0.jpg,46
1787,1787,/content/drive/MyDrive/Bosch/New Dataset/00005/00002_00027.jpg,5
18554,18554,/content/drive/MyDrive/Bosch/New Dataset/00001/00022_00013.jpg,1
28505,28505,/content/drive/MyDrive/Bosch/New Dataset/00031/00002_00006.jpg,31
40484,40484,/content/drive/MyDrive/Bosch/New Dataset/00046/2019_0818_131042_009 1089_0.jpg,46
33215,33215,/content/drive/MyDrive/Bosch/New Dataset/00038/00027_00028.jpg,38
26981,26981,/content/drive/MyDrive/Bosch/New Dataset/00028/00011_00026.jpg,28
7013,7013,/content/drive/MyDrive/Bosch/New Dataset/00007/00031_00002.jpg,7
33831,33831,/content/drive/MyDrive/Bosch/New Dataset/00038/00063_00002.jpg,38
217,217,/content/drive/MyDrive/Bosch/New Dataset/00003/00043_00007.jpg,3
30274,30274,/content/drive/MyDrive/Bosch/New Dataset/00037/00003_00011.jpg,37
2956,2956,/content/drive/MyDrive/Bosch/New Dataset/00005/00049_00019.jpg,5
7347,7347,/content/drive/MyDrive/Bosch/New Dataset/00008/00038_00007.jpg,8
10217,10217,/content/drive/MyDrive/Bosch/New Dataset/00010/00004_00022.jpg,10
4481,4481,/content/drive/MyDrive/Bosch/New Dataset/00004/00017_00014.jpg,4
23359,23359,/content/drive/MyDrive/Bosch/New Dataset/00002/00021_00026.jpg,2
26552,26552,/content/drive/MyDrive/Bosch/New Dataset/00026/00004_00015.jpg,26
39331,39331,/content/drive/MyDrive/Bosch/New Dataset/00043/2019_0922_152422_042 103_0.jpg,43
874,874,/content/drive/MyDrive/Bosch/New Dataset/00003/00009_00000.jpg,3
26987,26987,/content/drive/MyDrive/Bosch/New Dataset/00028/00008_00018.jpg,28
20411,20411,/content/drive/MyDrive/Bosch/New Dataset/00001/00037_00018.jpg,1
187,187,/content/drive/MyDrive/Bosch/New Dataset/00003/00032_00005.jpg,3
35950,35950,/content/drive/MyDrive/Bosch/New Dataset/00017/00016_00010.jpg,17
31406,31406,/content/drive/MyDrive/Bosch/New Dataset/00035/00013_00005.jpg,35
16357,16357,/content/drive/MyDrive/Bosch/New Dataset/00013/00016_00004.jpg,13
33317,33317,/content/drive/MyDrive/Bosch/New Dataset/00038/00051_00026.jpg,38
9122,9122,/content/drive/MyDrive/Bosch/New Dataset/00009/00003_00022.jpg,9
37343,37343,/content/drive/MyDrive/Bosch/New Dataset/00018/00036_00026.jpg,18
23701,23701,/content/drive/MyDrive/Bosch/New Dataset/00023/00007_00019.jpg,23
6293,6293,/content/drive/MyDrive/Bosch/New Dataset/00007/00007_00022.jpg,7
36846,36846,/content/drive/MyDrive/Bosch/New Dataset/00018/00026_00004.jpg,18
18522,18522,/content/drive/MyDrive/Bosch/New Dataset/00001/00017_00014.jpg,1
4751,4751,/content/drive/MyDrive/Bosch/New Dataset/00004/00060_00028.jpg,4
31518,31518,/content/drive/MyDrive/Bosch/New Dataset/00035/00015_00005.jpg,35
25300,25300,/content/drive/MyDrive/Bosch/New Dataset/00025/00003_00026.jpg,25
41165,41165,/content/drive/MyDrive/Bosch/New Dataset/00047/2020_0510_185408_014 1607_0.jpg,47
38763,38763,/content/drive/MyDrive/Bosch/New Dataset/00021/00009_00026.jpg,21
37185,37185,/content/drive/MyDrive/Bosch/New Dataset/00018/00032_00024.jpg,18
30770,30770,/content/drive/MyDrive/Bosch/New Dataset/00035/00026_00000.jpg,35
5238,5238,/content/drive/MyDrive/Bosch/New Dataset/00004/00044_00000.jpg,4
23272,23272,/content/drive/MyDrive/Bosch/New Dataset/00002/00022_00025.jpg,2
36576,36576,/content/drive/MyDrive/Bosch/New Dataset/00017/00001_00021.jpg,17
39054,39054,/content/drive/MyDrive/Bosch/New Dataset/00022/00007_00000.jpg,22
3260,3260,/content/drive/MyDrive/Bosch/New Dataset/00005/00059_00022.jpg,5
18743,18743,/content/drive/MyDrive/Bosch/New Dataset/00001/00020_00021.jpg,1
10952,10952,/content/drive/MyDrive/Bosch/New Dataset/00010/00027_00001.jpg,10
31675,31675,/content/drive/MyDrive/Bosch/New Dataset/00036/00003_00002.jpg,36
4593,4593,/content/drive/MyDrive/Bosch/New Dataset/00004/00026_00017.jpg,4
2519,2519,/content/drive/MyDrive/Bosch/New Dataset/00005/00026_00008.jpg,5
5748,5748,/content/drive/MyDrive/Bosch/New Dataset/00007/00042_00015.jpg,7
13971,13971,/content/drive/MyDrive/Bosch/New Dataset/00012/00028_00019.jpg,12
220,220,/content/drive/MyDrive/Bosch/New Dataset/00003/00043_00022.jpg,3
2927,2927,/content/drive/MyDrive/Bosch/New Dataset/00005/00051_00006.jpg,5
4899,4899,/content/drive/MyDrive/Bosch/New Dataset/00004/00061_00012.jpg,4
4768,4768,/content/drive/MyDrive/Bosch/New Dataset/00004/00045_00021.jpg,4
41049,41049,/content/drive/MyDrive/Bosch/New Dataset/00046/054_1_0105.png,46
12371,12371,/content/drive/MyDrive/Bosch/New Dataset/00011/00036_00025.jpg,11
14378,14378,/content/drive/MyDrive/Bosch/New Dataset/00012/00039_00016.jpg,12
23553,23553,/content/drive/MyDrive/Bosch/New Dataset/00002/00048_00013.jpg,2
2743,2743,/content/drive/MyDrive/Bosch/New Dataset/00005/00009_00013.jpg,5
41300,41300,/content/drive/MyDrive/Bosch/New Dataset/00047/2019_1223_101740_002 295_0.jpg,47
21743,21743,/content/drive/MyDrive/Bosch/New Dataset/00002/00039_00026.jpg,2
11058,11058,/content/drive/MyDrive/Bosch/New Dataset/00010/00036_00014.jpg,10
6247,6247,/content/drive/MyDrive/Bosch/New Dataset/00007/00006_00004.jpg,7
39922,39922,/content/drive/MyDrive/Bosch/New Dataset/00045/2020_0621_105156_019 54_0.jpg,45
40758,40758,/content/drive/MyDrive/Bosch/New Dataset/00046/01778_00002.jpg,46
38908,38908,/content/drive/MyDrive/Bosch/New Dataset/00022/00001_00023.jpg,22
33653,33653,/content/drive/MyDrive/Bosch/New Dataset/00038/00053_00016.jpg,38
37368,37368,/content/drive/MyDrive/Bosch/New Dataset/00018/00035_00025.jpg,18
18412,18412,/content/drive/MyDrive/Bosch/New Dataset/00001/00019_00025.jpg,1
4499,4499,/content/drive/MyDrive/Bosch/New Dataset/00004/00028_00004.jpg,4
34954,34954,/content/drive/MyDrive/Bosch/New Dataset/00042/00002_00009.jpg,42
14616,14616,/content/drive/MyDrive/Bosch/New Dataset/00012/00052_00011.jpg,12
29136,29136,/content/drive/MyDrive/Bosch/New Dataset/00033/00005_00021.jpg,33
41121,41121,/content/drive/MyDrive/Bosch/New Dataset/00047/2020_0313_180335_003 1659_0.jpg,47
18797,18797,/content/drive/MyDrive/Bosch/New Dataset/00001/00026_00017.jpg,1
31720,31720,/content/drive/MyDrive/Bosch/New Dataset/00036/00003_00013.jpg,36
2945,2945,/content/drive/MyDrive/Bosch/New Dataset/00005/00048_00012.jpg,5
37783,37783,/content/drive/MyDrive/Bosch/New Dataset/00018/00014_00016.jpg,18
15492,15492,/content/drive/MyDrive/Bosch/New Dataset/00013/00007_00025.jpg,13
36892,36892,/content/drive/MyDrive/Bosch/New Dataset/00018/00019_00000.jpg,18
39404,39404,/content/drive/MyDrive/Bosch/New Dataset/00043/2020_0313_180335_003 0989_0.jpg,43
39594,39594,/content/drive/MyDrive/Bosch/New Dataset/00043/2020_0313_172757_002 0289_0.jpg,43
35720,35720,/content/drive/MyDrive/Bosch/New Dataset/00017/00000_00001.jpg,17
12244,12244,/content/drive/MyDrive/Bosch/New Dataset/00011/00028_00008.jpg,11
14487,14487,/content/drive/MyDrive/Bosch/New Dataset/00012/00043_00001.jpg,12
19103,19103,/content/drive/MyDrive/Bosch/New Dataset/00001/00041_00021.jpg,1
25794,25794,/content/drive/MyDrive/Bosch/New Dataset/00025/00029_00013.jpg,25
1439,1439,/content/drive/MyDrive/Bosch/New Dataset/00005/00057_00026.jpg,5
41275,41275,/content/drive/MyDrive/Bosch/New Dataset/00047/2019_1223_110958_003 1336_0.jpg,47
17987,17987,/content/drive/MyDrive/Bosch/New Dataset/00014/00011_00027.jpg,14
1368,1368,/content/drive/MyDrive/Bosch/New Dataset/00003/00024_00010.jpg,3
25916,25916,/content/drive/MyDrive/Bosch/New Dataset/00025/00032_00023.jpg,25
30961,30961,/content/drive/MyDrive/Bosch/New Dataset/00035/00027_00015.jpg,35
2575,2575,/content/drive/MyDrive/Bosch/New Dataset/00005/00018_00028.jpg,5
17414,17414,/content/drive/MyDrive/Bosch/New Dataset/00013/00016_00016.jpg,13
21559,21559,/content/drive/MyDrive/Bosch/New Dataset/00002/00014_00026.jpg,2
25838,25838,/content/drive/MyDrive/Bosch/New Dataset/00025/00015_00001.jpg,25
23685,23685,/content/drive/MyDrive/Bosch/New Dataset/00023/00000_00003.jpg,23
1405,1405,/content/drive/MyDrive/Bosch/New Dataset/00003/00018_00019.jpg,3
20093,20093,/content/drive/MyDrive/Bosch/New Dataset/00001/00073_00021.jpg,1
35623,35623,/content/drive/MyDrive/Bosch/New Dataset/00017/00007_00017.jpg,17
28806,28806,/content/drive/MyDrive/Bosch/New Dataset/00031/00009_00006.jpg,31
23299,23299,/content/drive/MyDrive/Bosch/New Dataset/00002/00015_00001.jpg,2
35656,35656,/content/drive/MyDrive/Bosch/New Dataset/00017/00002_00028.jpg,17
8325,8325,/content/drive/MyDrive/Bosch/New Dataset/00008/00011_00029.jpg,8
35991,35991,/content/drive/MyDrive/Bosch/New Dataset/00017/00022_00025.jpg,17
17195,17195,/content/drive/MyDrive/Bosch/New Dataset/00013/00061_00022.jpg,13
30994,30994,/content/drive/MyDrive/Bosch/New Dataset/00035/00027_00014.jpg,35
25928,25928,/content/drive/MyDrive/Bosch/New Dataset/00025/00016_00029.jpg,25
36616,36616,/content/drive/MyDrive/Bosch/New Dataset/00017/00008_00026.jpg,17
4478,4478,/content/drive/MyDrive/Bosch/New Dataset/00004/00028_00003.jpg,4
638,638,/content/drive/MyDrive/Bosch/New Dataset/00003/00002_00012.jpg,3
15502,15502,/content/drive/MyDrive/Bosch/New Dataset/00013/00008_00020.jpg,13
2268,2268,/content/drive/MyDrive/Bosch/New Dataset/00005/00016_00012.jpg,5
34588,34588,/content/drive/MyDrive/Bosch/New Dataset/00040/00011_00014.jpg,40
20891,20891,/content/drive/MyDrive/Bosch/New Dataset/00015/00012_00000.jpg,15
21229,21229,/content/drive/MyDrive/Bosch/New Dataset/00000/00002_00011.jpg,0
17713,17713,/content/drive/MyDrive/Bosch/New Dataset/00014/00015_00021.jpg,14
8103,8103,/content/drive/MyDrive/Bosch/New Dataset/00008/00013_00001.jpg,8
8418,8418,/content/drive/MyDrive/Bosch/New Dataset/00008/00028_00028.jpg,8
8391,8391,/content/drive/MyDrive/Bosch/New Dataset/00008/00031_00000.jpg,8
1616,1616,/content/drive/MyDrive/Bosch/New Dataset/00005/00002_00015.jpg,5
36571,36571,/content/drive/MyDrive/Bosch/New Dataset/00017/00008_00022.jpg,17
18894,18894,/content/drive/MyDrive/Bosch/New Dataset/00001/00043_00023.jpg,1
11644,11644,/content/drive/MyDrive/Bosch/New Dataset/00010/00048_00016.jpg,10
22815,22815,/content/drive/MyDrive/Bosch/New Dataset/00002/00054_00005.jpg,2
21210,21210,/content/drive/MyDrive/Bosch/New Dataset/00000/00000_00001.jpg,0
26732,26732,/content/drive/MyDrive/Bosch/New Dataset/00026/00019_00027.jpg,26
24445,24445,/content/drive/MyDrive/Bosch/New Dataset/00024/00006_00027.jpg,24
19556,19556,/content/drive/MyDrive/Bosch/New Dataset/00001/00065_00014.jpg,1
9785,9785,/content/drive/MyDrive/Bosch/New Dataset/00009/00020_00013.jpg,9
21320,21320,/content/drive/MyDrive/Bosch/New Dataset/00000/00003_00011.jpg,0
